support,itemsets,length
0.06414341347236974,frozenset({'pack of 60 pink paisley cake cases'}),1
0.0453799362749831,frozenset({'pack of 72 retro spot cake cases'}),1
0.0549708731614689,frozenset({'pack of 72 retrospot cake cases'}),1
0.0476650252647163,frozenset({'pack of 72 skull cake cases'}),1
0.06494802227157156,"frozenset({""paper chain kit 50's christmas""})",1
0.045927070258440346,frozenset({'paper chain kit vintage christmas'}),1
0.08612532586656367,frozenset({'party bunting'}),1
0.04496153969939815,frozenset({'pink cream felt craft trinket box'}),1
0.03849248495381546,frozenset({'plasters in tin circus parade'}),1
0.04180747320652699,frozenset({'plasters in tin spaceboy'}),1
0.03623958031605034,frozenset({'plasters in tin vintage paisley'}),1
0.04103504875929323,frozenset({'plasters in tin woodland animals'}),1
0.052524862411895336,frozenset({'please one person metal sign'}),1
0.05957323549290335,frozenset({'postage'}),1
0.05355476167487368,frozenset({'recipe box pantry yellow design'}),1
0.0505294325898748,frozenset({'recycling bag retrospot'}),1
0.056644459463808694,frozenset({'red hanging heart t-light holder'}),1
0.03823501013807087,frozenset({'red retrospot cake stand'}),1
0.040487914775835986,frozenset({'red retrospot charlotte bag'}),1
0.04946734897492839,frozenset({'red toadstool led night light'}),1
0.036851083003443724,frozenset({'red woolly hottie white heart.'}),1
0.12616265971484664,frozenset({'regency cakestand 3 tier'}),1
0.0425155289498246,frozenset({'retrospot tea set ceramic 11 pc'}),1
0.061246821795243156,frozenset({'rex cash+carry jumbo shopper'}),1
0.04541212062695118,frozenset({'roses regency teacup and saucer'}),1
0.04473624923562164,frozenset({'round snack boxes set of4 woodland'}),1
0.054359370474075505,frozenset({'scottie dog hot water bottle'}),1
0.04457532747578127,frozenset({'set of 3 cake tins pantry design'}),1
0.040166071256155254,frozenset({'set of 3 heart cookie cutters'}),1
0.03800971967429436,frozenset({'set/20 red retrospot paper napkins'}),1
0.03691545170737987,frozenset({'set/5 red retrospot lid glass bowls'}),1
0.04544430497891925,frozenset({'small popcorn holder'}),1
0.04402819349232403,frozenset({'spaceboy lunch box'}),1
0.07434585304624891,frozenset({'strawberry ceramic trinket box'}),1
0.04438222136397284,frozenset({'strawberry charlotte bag'}),1
0.04769720961668437,frozenset({'sweetheart ceramic trinket box'}),1
0.05844678317402079,frozenset({'victorian glass hanging t-light'}),1
0.04235460718998423,frozenset({'vintage heads and tails card game'}),1
0.06076405651572206,frozenset({'vintage snap cards'}),1
0.041582182742750474,frozenset({'vintage union jack bunting'}),1
0.17572656174567924,frozenset({'white hanging heart t-light holder'}),1
0.06626758070226256,frozenset({'wooden frame antique white'}),1
0.06456181004795468,frozenset({'wooden picture frame white finish'}),1
0.050722538701683244,frozenset({'woodland charlotte bag'}),1
0.045315567571046954,frozenset({'zinc metal heart decoration'}),1
0.009365646422709279,"frozenset({'60 teatime fairy cake cases', '6 ribbons rustic charm'})",2
0.006790898265263429,"frozenset({'6 ribbons rustic charm', '72 sweetheart fairy cake cases'})",2
0.005439155482604358,"frozenset({'alarm clock bakelike green', '6 ribbons rustic charm'})",2
0.005310418074732065,"frozenset({'6 ribbons rustic charm', 'alarm clock bakelike red'})",2
0.008947249847124328,"frozenset({'6 ribbons rustic charm', 'assorted colour bird ornament'})",2
0.005052943258987481,"frozenset({'baking set 9 piece retrospot', '6 ribbons rustic charm'})",2
0.0071449261369122335,"frozenset({'bathroom metal sign', '6 ribbons rustic charm'})",2
0.007659875768401403,"frozenset({'charlotte bag suki design', '6 ribbons rustic charm'})",2
0.006887451321167648,"frozenset({'chocolate hot water bottle', '6 ribbons rustic charm'})",2
0.006404686041646551,"frozenset({'clothes pegs retrospot pack 24', '6 ribbons rustic charm'})",2
0.005825367706221235,"frozenset({'dolly girl lunch box', '6 ribbons rustic charm'})",2
0.01071738920536835,"frozenset({'dotcom postage', '6 ribbons rustic charm'})",2
0.006147211225901966,"frozenset({'6 ribbons rustic charm', 'feltcraft 6 flower friends'})",2
0.005342602426700138,"frozenset({'feltcraft butterfly hearts', '6 ribbons rustic charm'})",2
0.005310418074732065,"frozenset({'6 ribbons rustic charm', 'gin + tonic diet metal sign'})",2
0.0071771104888803065,"frozenset({'green regency teacup and saucer', '6 ribbons rustic charm'})",2
0.005374786778668212,"frozenset({'6 ribbons rustic charm', 'hand warmer owl design'})",2
0.006404686041646551,"frozenset({'6 ribbons rustic charm', 'hanging heart jar t-light holder'})",2
0.0071771104888803065,"frozenset({'hanging heart zinc t-light holder', '6 ribbons rustic charm'})",2
0.007112741784944161,"frozenset({'6 ribbons rustic charm', 'heart of wicker large'})",2
0.009526568182549645,"frozenset({'6 ribbons rustic charm', 'heart of wicker small'})",2
0.007595507064465257,"frozenset({'home building block word', '6 ribbons rustic charm'})",2
0.005825367706221235,"frozenset({'hot water bottle tea and sympathy', '6 ribbons rustic charm'})",2
0.005503524186540504,"frozenset({'ivory kitchen scales', '6 ribbons rustic charm'})",2
0.007595507064465257,"frozenset({'6 ribbons rustic charm', 'jam making set printed'})",2
0.006662160857391137,"frozenset({'jam making set with jars', '6 ribbons rustic charm'})",2
0.006018473818029674,"frozenset({'6 ribbons rustic charm', 'jumbo  bag baroque black white'})",2
0.005600077242444723,"frozenset({'6 ribbons rustic charm', 'jumbo bag owls'})",2
0.0051173119629236265,"frozenset({'jumbo bag pink polkadot', '6 ribbons rustic charm'})",2
0.007466769656592965,"frozenset({'6 ribbons rustic charm', 'jumbo bag pink vintage paisley'})",2
0.010878310965208715,"frozenset({'6 ribbons rustic charm', 'jumbo bag red retrospot'})",2
0.006887451321167648,"frozenset({'6 ribbons rustic charm', 'jumbo bag strawberry'})",2
0.006823082617231502,"frozenset({'jumbo bag woodland animals', '6 ribbons rustic charm'})",2
0.008271378455794792,"frozenset({'jumbo shopper vintage red paisley', '6 ribbons rustic charm'})",2
0.00556789289047665,"frozenset({'6 ribbons rustic charm', 'jumbo storage bag skulls'})",2
0.009397830774677351,"frozenset({'6 ribbons rustic charm', 'jumbo storage bag suki'})",2
0.006243764281806186,"frozenset({'love building block word', '6 ribbons rustic charm'})",2
0.007016188729039941,"frozenset({'lunch bag  black skull.', '6 ribbons rustic charm'})",2
0.007048373081008014,"frozenset({'lunch bag cars blue', '6 ribbons rustic charm'})",2
0.005052943258987481,"frozenset({'lunch bag pink polkadot', '6 ribbons rustic charm'})",2
0.0067587139132953555,"frozenset({'lunch bag red retrospot', '6 ribbons rustic charm'})",2
0.005825367706221235,"frozenset({'lunch bag spaceboy design', '6 ribbons rustic charm'})",2
0.007852981880209843,"frozenset({'6 ribbons rustic charm', 'lunch bag woodland'})",2
0.009430015126645425,"frozenset({'natural slate heart chalkboard', '6 ribbons rustic charm'})",2
0.005342602426700138,"frozenset({'6 ribbons rustic charm', 'pack of 60 dinosaur cake cases'})",2
0.009140355958932768,"frozenset({'6 ribbons rustic charm', 'pack of 60 pink paisley cake cases'})",2
0.009912780406166522,"frozenset({'6 ribbons rustic charm', 'pack of 72 retrospot cake cases'})",2
0.006823082617231502,"frozenset({'6 ribbons rustic charm', 'pack of 72 skull cake cases'})",2
0.008915065495156254,"frozenset({""paper chain kit 50's christmas"", '6 ribbons rustic charm'})",2
0.00617939557787004,"frozenset({'paper chain kit vintage christmas', '6 ribbons rustic charm'})",2
0.010395545685687619,"frozenset({'party bunting', '6 ribbons rustic charm'})",2
0.006565607801486917,"frozenset({'6 ribbons rustic charm', 'pink cream felt craft trinket box'})",2
0.005052943258987481,"frozenset({'6 ribbons rustic charm', 'plasters in tin circus parade'})",2
0.005213865018827846,"frozenset({'6 ribbons rustic charm', 'plasters in tin spaceboy'})",2
0.005632261594412796,"frozenset({'plasters in tin vintage paisley', '6 ribbons rustic charm'})",2
0.006436870393614624,"frozenset({'plasters in tin woodland animals', '6 ribbons rustic charm'})",2
0.005632261594412796,"frozenset({'6 ribbons rustic charm', 'please one person metal sign'})",2
0.008818512439252036,"frozenset({'6 ribbons rustic charm', 'recipe box pantry yellow design'})",2
0.008013903640050208,"frozenset({'6 ribbons rustic charm', 'recycling bag retrospot'})",2
0.0071771104888803065,"frozenset({'red retrospot charlotte bag', '6 ribbons rustic charm'})",2
0.008400115863667085,"frozenset({'6 ribbons rustic charm', 'red toadstool led night light'})",2
0.014418589681696759,"frozenset({'6 ribbons rustic charm', 'regency cakestand 3 tier'})",2
0.005342602426700138,"frozenset({'retrospot tea set ceramic 11 pc', '6 ribbons rustic charm'})",2
0.006919635673135721,"frozenset({'6 ribbons rustic charm', 'roses regency teacup and saucer'})",2
0.005857552058189309,"frozenset({'round snack boxes set of4 woodland', '6 ribbons rustic charm'})",2
0.006018473818029674,"frozenset({'scottie dog hot water bottle', '6 ribbons rustic charm'})",2
0.006533423449518844,"frozenset({'6 ribbons rustic charm', 'set of 3 cake tins pantry design'})",2
0.006404686041646551,"frozenset({'set of 3 heart cookie cutters', '6 ribbons rustic charm'})",2
0.005342602426700138,"frozenset({'6 ribbons rustic charm', 'set/20 red retrospot paper napkins'})",2
0.005600077242444723,"frozenset({'set/5 red retrospot lid glass bowls', '6 ribbons rustic charm'})",2
0.0055357085385085774,"frozenset({'6 ribbons rustic charm', 'spaceboy lunch box'})",2
0.00833574715973094,"frozenset({'strawberry ceramic trinket box', '6 ribbons rustic charm'})",2
0.007595507064465257,"frozenset({'strawberry charlotte bag', '6 ribbons rustic charm'})",2
0.006887451321167648,"frozenset({'sweetheart ceramic trinket box', '6 ribbons rustic charm'})",2
0.009011618551060474,"frozenset({'victorian glass hanging t-light', '6 ribbons rustic charm'})",2
0.006211579929838113,"frozenset({'vintage heads and tails card game', '6 ribbons rustic charm'})",2
0.00917254031090084,"frozenset({'6 ribbons rustic charm', 'vintage snap cards'})",2
0.01596343857616427,"frozenset({'6 ribbons rustic charm', 'white hanging heart t-light holder'})",2
0.007466769656592965,"frozenset({'6 ribbons rustic charm', 'wooden frame antique white'})",2
0.00762769141643333,"frozenset({'6 ribbons rustic charm', 'wooden picture frame white finish'})",2
0.00926909336680506,"frozenset({'woodland charlotte bag', '6 ribbons rustic charm'})",2
0.005020758907019407,"frozenset({'6 ribbons rustic charm', 'zinc metal heart decoration'})",2
0.023558945640629526,"frozenset({'60 teatime fairy cake cases', '72 sweetheart fairy cake cases'})",2
0.007852981880209843,"frozenset({'60 teatime fairy cake cases', 'assorted colour bird ornament'})",2
0.00762769141643333,"frozenset({'60 teatime fairy cake cases', 'baking set 9 piece retrospot'})",2
0.008786328087283963,"frozenset({'bathroom metal sign', '60 teatime fairy cake cases'})",2
0.008850696791220108,"frozenset({'charlotte bag suki design', '60 teatime fairy cake cases'})",2
0.007498954008561038,"frozenset({'chocolate hot water bottle', '60 teatime fairy cake cases'})",2
0.006629976505423063,"frozenset({'60 teatime fairy cake cases', 'clothes pegs retrospot pack 24'})",2
0.005728814650317016,"frozenset({'60 teatime fairy cake cases', 'colour glass t-light holder hanging'})",2
0.006662160857391137,"frozenset({'60 teatime fairy cake cases', 'cook with wine metal sign'})",2
0.005439155482604358,"frozenset({'cream heart card holder', '60 teatime fairy cake cases'})",2
0.0059219207621254545,"frozenset({'60 teatime fairy cake cases', 'dolly girl lunch box'})",2
0.009397830774677351,"frozenset({'dotcom postage', '60 teatime fairy cake cases'})",2
0.006629976505423063,"frozenset({'60 teatime fairy cake cases', 'feltcraft 6 flower friends'})",2
0.005278233722763992,"frozenset({'feltcraft butterfly hearts', '60 teatime fairy cake cases'})",2
0.007659875768401403,"frozenset({'60 teatime fairy cake cases', 'gin + tonic diet metal sign'})",2
0.005728814650317016,"frozenset({'60 teatime fairy cake cases', 'green regency teacup and saucer'})",2
0.006501239097550771,"frozenset({'hand over the chocolate   sign', '60 teatime fairy cake cases'})",2
0.007788613176273696,"frozenset({'60 teatime fairy cake cases', 'hanging heart jar t-light holder'})",2
0.007273663544784526,"frozenset({'60 teatime fairy cake cases', 'hanging heart zinc t-light holder'})",2
0.006469054745582697,"frozenset({'60 teatime fairy cake cases', 'heart of wicker large'})",2
0.00794953493611406,"frozenset({'60 teatime fairy cake cases', 'heart of wicker small'})",2
0.0071771104888803065,"frozenset({'home building block word', '60 teatime fairy cake cases'})",2
0.006469054745582697,"frozenset({'60 teatime fairy cake cases', 'hot baths metal sign'})",2
0.007563322712497184,"frozenset({'hot water bottle tea and sympathy', '60 teatime fairy cake cases'})",2
0.00608284252196582,"frozenset({'60 teatime fairy cake cases', 'jam making set printed'})",2
0.005889736410157382,"frozenset({'60 teatime fairy cake cases', 'jam making set with jars'})",2
0.007917350584145989,"frozenset({'60 teatime fairy cake cases', 'jumbo  bag baroque black white'})",2
0.006533423449518844,"frozenset({'60 teatime fairy cake cases', 'jumbo bag owls'})",2
0.008367931511699012,"frozenset({'60 teatime fairy cake cases', 'jumbo bag pink vintage paisley'})",2
0.011876025876218983,"frozenset({'60 teatime fairy cake cases', 'jumbo bag red retrospot'})",2
0.005052943258987481,"frozenset({'jumbo bag spaceboy design', '60 teatime fairy cake cases'})",2
0.009719674294358082,"frozenset({'60 teatime fairy cake cases', 'jumbo bag strawberry'})",2
0.00669434520935921,"frozenset({'60 teatime fairy cake cases', 'jumbo bag woodland animals'})",2
0.008947249847124328,"frozenset({'60 teatime fairy cake cases', 'jumbo shopper vintage red paisley'})",2
0.006404686041646551,"frozenset({'60 teatime fairy cake cases', 'jumbo storage bag skulls'})",2
0.011007048373081007,"frozenset({'60 teatime fairy cake cases', 'jumbo storage bag suki'})",2
0.006887451321167648,"frozenset({'60 teatime fairy cake cases', 'love building block word'})",2
0.011554182356538252,"frozenset({'lunch bag  black skull.', '60 teatime fairy cake cases'})",2
0.010234623925847253,"frozenset({'60 teatime fairy cake cases', 'lunch bag cars blue'})",2
0.0059862894660616004,"frozenset({'lunch bag pink polkadot', '60 teatime fairy cake cases'})",2
0.007563322712497184,"frozenset({'60 teatime fairy cake cases', 'lunch bag red retrospot'})",2
0.007080557432976087,"frozenset({'60 teatime fairy cake cases', 'lunch bag red spotty'})",2
0.008947249847124328,"frozenset({'lunch bag spaceboy design', '60 teatime fairy cake cases'})",2
0.007209294840848379,"frozenset({'lunch bag suki  design', '60 teatime fairy cake cases'})",2
0.010170255221911107,"frozenset({'60 teatime fairy cake cases', 'lunch bag woodland'})",2
0.007434585304624892,"frozenset({'natural slate heart chalkboard', '60 teatime fairy cake cases'})",2
0.021660068874513213,"frozenset({'60 teatime fairy cake cases', 'pack of 60 dinosaur cake cases'})",2
0.02980270992243571,"frozenset({'60 teatime fairy cake cases', 'pack of 60 pink paisley cake cases'})",2
0.019407164236748094,"frozenset({'60 teatime fairy cake cases', 'pack of 72 retro spot cake cases'})",2
0.019117505069035434,"frozenset({'60 teatime fairy cake cases', 'pack of 72 retrospot cake cases'})",2
0.019857745164301117,"frozenset({'60 teatime fairy cake cases', 'pack of 72 skull cake cases'})",2
0.007241479192816452,"frozenset({'60 teatime fairy cake cases', ""paper chain kit 50's christmas""})",2
0.005181680666859772,"frozenset({'paper chain kit vintage christmas', '60 teatime fairy cake cases'})",2
0.011779472820314763,"frozenset({'60 teatime fairy cake cases', 'party bunting'})",2
0.007724244472337549,"frozenset({'60 teatime fairy cake cases', 'pink cream felt craft trinket box'})",2
0.006469054745582697,"frozenset({'60 teatime fairy cake cases', 'plasters in tin spaceboy'})",2
0.005825367706221235,"frozenset({'60 teatime fairy cake cases', 'plasters in tin vintage paisley'})",2
0.0067587139132953555,"frozenset({'plasters in tin woodland animals', '60 teatime fairy cake cases'})",2
0.0059541051140935275,"frozenset({'60 teatime fairy cake cases', 'please one person metal sign'})",2
0.008367931511699012,"frozenset({'60 teatime fairy cake cases', 'recipe box pantry yellow design'})",2
0.00823919410382672,"frozenset({'60 teatime fairy cake cases', 'recycling bag retrospot'})",2
0.0059862894660616004,"frozenset({'60 teatime fairy cake cases', 'red hanging heart t-light holder'})",2
0.005439155482604358,"frozenset({'60 teatime fairy cake cases', 'red retrospot cake stand'})",2
0.007273663544784526,"frozenset({'60 teatime fairy cake cases', 'red retrospot charlotte bag'})",2
0.007595507064465257,"frozenset({'60 teatime fairy cake cases', 'red toadstool led night light'})",2
0.014772617553345564,"frozenset({'60 teatime fairy cake cases', 'regency cakestand 3 tier'})",2
0.005600077242444723,"frozenset({'60 teatime fairy cake cases', 'roses regency teacup and saucer'})",2
0.006662160857391137,"frozenset({'60 teatime fairy cake cases', 'round snack boxes set of4 woodland'})",2
0.006951820025103795,"frozenset({'60 teatime fairy cake cases', 'scottie dog hot water bottle'})",2
0.005020758907019407,"frozenset({'60 teatime fairy cake cases', 'set of 3 cake tins pantry design'})",2
0.010138070869943033,"frozenset({'set of 3 heart cookie cutters', '60 teatime fairy cake cases'})",2
0.006565607801486917,"frozenset({'60 teatime fairy cake cases', 'set/20 red retrospot paper napkins'})",2
0.005664445946380869,"frozenset({'60 teatime fairy cake cases', 'set/5 red retrospot lid glass bowls'})",2
0.007048373081008014,"frozenset({'small popcorn holder', '60 teatime fairy cake cases'})",2
0.015834701168291977,"frozenset({'strawberry ceramic trinket box', '60 teatime fairy cake cases'})",2
0.009655305590421936,"frozenset({'60 teatime fairy cake cases', 'strawberry charlotte bag'})",2
0.011071417077017155,"frozenset({'60 teatime fairy cake cases', 'sweetheart ceramic trinket box'})",2
0.008110456695954426,"frozenset({'victorian glass hanging t-light', '60 teatime fairy cake cases'})",2
0.006275948633774259,"frozenset({'60 teatime fairy cake cases', 'vintage heads and tails card game'})",2
0.008818512439252036,"frozenset({'60 teatime fairy cake cases', 'vintage snap cards'})",2
0.005760999002285089,"frozenset({'60 teatime fairy cake cases', 'vintage union jack bunting'})",2
0.019503717292652312,"frozenset({'60 teatime fairy cake cases', 'white hanging heart t-light holder'})",2
0.007048373081008014,"frozenset({'60 teatime fairy cake cases', 'wooden frame antique white'})",2
0.006823082617231502,"frozenset({'60 teatime fairy cake cases', 'wooden picture frame white finish'})",2
0.010685204853400276,"frozenset({'60 teatime fairy cake cases', 'woodland charlotte bag'})",2
0.005760999002285089,"frozenset({'60 teatime fairy cake cases', 'zinc metal heart decoration'})",2
0.005246049370795919,"frozenset({'assorted colour bird ornament', '72 sweetheart fairy cake cases'})",2
0.005664445946380869,"frozenset({'baking set 9 piece retrospot', '72 sweetheart fairy cake cases'})",2
0.006275948633774259,"frozenset({'bathroom metal sign', '72 sweetheart fairy cake cases'})",2
0.0059862894660616004,"frozenset({'charlotte bag suki design', '72 sweetheart fairy cake cases'})",2
0.008271378455794792,"frozenset({'dotcom postage', '72 sweetheart fairy cake cases'})",2
0.005857552058189309,"frozenset({'gin + tonic diet metal sign', '72 sweetheart fairy cake cases'})",2
0.005664445946380869,"frozenset({'hanging heart jar t-light holder', '72 sweetheart fairy cake cases'})",2
0.006211579929838113,"frozenset({'hanging heart zinc t-light holder', '72 sweetheart fairy cake cases'})",2
0.005020758907019407,"frozenset({'heart of wicker large', '72 sweetheart fairy cake cases'})",2
0.006533423449518844,"frozenset({'heart of wicker small', '72 sweetheart fairy cake cases'})",2
0.005374786778668212,"frozenset({'home building block word', '72 sweetheart fairy cake cases'})",2
0.0059541051140935275,"frozenset({'hot water bottle tea and sympathy', '72 sweetheart fairy cake cases'})",2
0.006050658169997747,"frozenset({'jumbo  bag baroque black white', '72 sweetheart fairy cake cases'})",2
0.005310418074732065,"frozenset({'jumbo bag owls', '72 sweetheart fairy cake cases'})",2
0.005406971130636285,"frozenset({'jumbo bag pink vintage paisley', '72 sweetheart fairy cake cases'})",2
0.008303562807762866,"frozenset({'jumbo bag red retrospot', '72 sweetheart fairy cake cases'})",2
0.0071449261369122335,"frozenset({'jumbo bag strawberry', '72 sweetheart fairy cake cases'})",2
0.005310418074732065,"frozenset({'jumbo bag woodland animals', '72 sweetheart fairy cake cases'})",2
0.006243764281806186,"frozenset({'jumbo shopper vintage red paisley', '72 sweetheart fairy cake cases'})",2
0.007659875768401403,"frozenset({'jumbo storage bag suki', '72 sweetheart fairy cake cases'})",2
0.0050851276109555536,"frozenset({'love building block word', '72 sweetheart fairy cake cases'})",2
0.00804608799201828,"frozenset({'lunch bag  black skull.', '72 sweetheart fairy cake cases'})",2
0.006662160857391137,"frozenset({'lunch bag cars blue', '72 sweetheart fairy cake cases'})",2
0.005632261594412796,"frozenset({'lunch bag red retrospot', '72 sweetheart fairy cake cases'})",2
0.005181680666859772,"frozenset({'lunch bag red spotty', '72 sweetheart fairy cake cases'})",2
0.0059862894660616004,"frozenset({'lunch bag spaceboy design', '72 sweetheart fairy cake cases'})",2
0.007112741784944161,"frozenset({'lunch bag woodland', '72 sweetheart fairy cake cases'})",2
0.006018473818029674,"frozenset({'natural slate heart chalkboard', '72 sweetheart fairy cake cases'})",2
0.016928969135206463,"frozenset({'pack of 60 dinosaur cake cases', '72 sweetheart fairy cake cases'})",2
0.02050143220366258,"frozenset({'pack of 60 pink paisley cake cases', '72 sweetheart fairy cake cases'})",2
0.012584081619516591,"frozenset({'pack of 72 retro spot cake cases', '72 sweetheart fairy cake cases'})",2
0.013227768658878054,"frozenset({'72 sweetheart fairy cake cases', 'pack of 72 retrospot cake cases'})",2
0.014418589681696759,"frozenset({'pack of 72 skull cake cases', '72 sweetheart fairy cake cases'})",2
0.006243764281806186,"frozenset({""paper chain kit 50's christmas"", '72 sweetheart fairy cake cases'})",2
0.007885166232177915,"frozenset({'party bunting', '72 sweetheart fairy cake cases'})",2
0.0055357085385085774,"frozenset({'pink cream felt craft trinket box', '72 sweetheart fairy cake cases'})",2
0.005181680666859772,"frozenset({'recipe box pantry yellow design', '72 sweetheart fairy cake cases'})",2
0.00617939557787004,"frozenset({'recycling bag retrospot', '72 sweetheart fairy cake cases'})",2
0.005664445946380869,"frozenset({'red hanging heart t-light holder', '72 sweetheart fairy cake cases'})",2
0.006147211225901966,"frozenset({'red toadstool led night light', '72 sweetheart fairy cake cases'})",2
0.009462199478613499,"frozenset({'regency cakestand 3 tier', '72 sweetheart fairy cake cases'})",2
0.0055357085385085774,"frozenset({'scottie dog hot water bottle', '72 sweetheart fairy cake cases'})",2
0.009751858646326156,"frozenset({'set of 3 heart cookie cutters', '72 sweetheart fairy cake cases'})",2
0.0051494963148916995,"frozenset({'set/20 red retrospot paper napkins', '72 sweetheart fairy cake cases'})",2
0.005503524186540504,"frozenset({'small popcorn holder', '72 sweetheart fairy cake cases'})",2
0.010105886517974961,"frozenset({'strawberry ceramic trinket box', '72 sweetheart fairy cake cases'})",2
0.006018473818029674,"frozenset({'strawberry charlotte bag', '72 sweetheart fairy cake cases'})",2
0.007209294840848379,"frozenset({'sweetheart ceramic trinket box', '72 sweetheart fairy cake cases'})",2
0.006018473818029674,"frozenset({'victorian glass hanging t-light', '72 sweetheart fairy cake cases'})",2
0.0050851276109555536,"frozenset({'vintage heads and tails card game', '72 sweetheart fairy cake cases'})",2
0.006211579929838113,"frozenset({'vintage snap cards', '72 sweetheart fairy cake cases'})",2
0.014386405329728687,"frozenset({'white hanging heart t-light holder', '72 sweetheart fairy cake cases'})",2
0.005439155482604358,"frozenset({'wooden frame antique white', '72 sweetheart fairy cake cases'})",2
0.007595507064465257,"frozenset({'woodland charlotte bag', '72 sweetheart fairy cake cases'})",2
0.02690611824530913,"frozenset({'alarm clock bakelike green', 'alarm clock bakelike red'})",2
0.00556789289047665,"frozenset({'alarm clock bakelike green', 'assorted colour bird ornament'})",2
0.0071771104888803065,"frozenset({'charlotte bag suki design', 'alarm clock bakelike green'})",2
0.0059862894660616004,"frozenset({'chocolate hot water bottle', 'alarm clock bakelike green'})",2
0.005439155482604358,"frozenset({'alarm clock bakelike green', 'dolly girl lunch box'})",2
0.005793183354253162,"frozenset({'alarm clock bakelike green', 'green regency teacup and saucer'})",2
0.00608284252196582,"frozenset({'alarm clock bakelike green', 'hand warmer owl design'})",2
0.005728814650317016,"frozenset({'hot water bottle tea and sympathy', 'alarm clock bakelike green'})",2
0.005664445946380869,"frozenset({'alarm clock bakelike green', 'jam making set printed'})",2
0.006984004377071868,"frozenset({'alarm clock bakelike green', 'jumbo bag red retrospot'})",2
0.0051173119629236265,"frozenset({'alarm clock bakelike green', 'jumbo shopper vintage red paisley'})",2
0.005020758907019407,"frozenset({'alarm clock bakelike green', 'jumbo storage bag suki'})",2
0.006050658169997747,"frozenset({'alarm clock bakelike green', 'lunch bag  black skull.'})",2
0.005246049370795919,"frozenset({'alarm clock bakelike green', 'lunch bag cars blue'})",2
0.007080557432976087,"frozenset({'alarm clock bakelike green', 'lunch bag red retrospot'})",2
